mp3_filename,original_japanese_name,sound_effect_title,description,keywords,category,page_url,zip_download_url,zip_filename,local_file_path,file_size,metadata_source
SNES　格闘05-プレビュー.mp3,SNES　格闘05-プレビュー.mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘05-プレビュー.mp3,157884,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-14(選択).mp3,SNES　格闘06-14(選択).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-14(選択).mp3,20396,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘01-5(悲鳴).mp3,SNES　格闘01-5(悲鳴).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-5(悲鳴).mp3,16432,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
GB　格闘01-プレビュー.mp3,GB　格闘01-プレビュー.mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/GB　格闘01-プレビュー.mp3,139214,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
SNES　格闘01-4(悲鳴).mp3,SNES　格闘01-4(悲鳴).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-4(悲鳴).mp3,14658,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
SNES　格闘01-2(叫び).mp3,SNES　格闘01-2(叫び).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-2(叫び).mp3,12676,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
SNES　格闘01-3(叫び).mp3,SNES　格闘01-3(叫び).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-3(叫び).mp3,12989,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
SNES　格闘01-6(悲鳴).mp3,SNES　格闘01-6(悲鳴).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-6(悲鳴).mp3,14346,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
GB　格闘01-01(ヒット).mp3,GB　格闘01-01(ヒット).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/GB　格闘01-01(ヒット).mp3,12781,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
SNES　格闘01-7(悲鳴).mp3,SNES　格闘01-7(悲鳴).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-7(悲鳴).mp3,15701,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
SNES　格闘01-1(叫び).mp3,SNES　格闘01-1(叫び).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-1(叫び).mp3,12363,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
SNES　格闘01-8(悲鳴).mp3,SNES　格闘01-8(悲鳴).mp3,SNES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘01/SNES　格闘01-8(悲鳴).mp3,15076,otologic_sounds_smart/Game Fighting/SNES　格闘01/metadata.json
NES　汎用02-09(ノイズ 単音2).mp3,NES　汎用02-09(ノイズ 単音2).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-09(ノイズ 単音2).mp3,11768,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
GB　汎用01-14(ピッチ).mp3,GB　汎用01-14(ピッチ).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/GB　汎用01-14(ピッチ).mp3,13302,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
GB　汎用01-15(ピッチ).mp3,GB　汎用01-15(ピッチ).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/GB　汎用01-15(ピッチ).mp3,12886,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-01(ノイズ 単音1).mp3,NES　汎用02-01(ノイズ 単音1).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-01(ノイズ 単音1).mp3,28766,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-05(ノイズ 単音1).mp3,NES　汎用02-05(ノイズ 単音1).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-05(ノイズ 単音1).mp3,17758,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
GB　汎用01-13(ピッチ).mp3,GB　汎用01-13(ピッチ).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/GB　汎用01-13(ピッチ).mp3,12886,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-02(ノイズ 単音1).mp3,NES　汎用02-02(ノイズ 単音1).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-02(ノイズ 単音1).mp3,18591,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-プレビュー.mp3,NES　汎用02-プレビュー.mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-プレビュー.mp3,283204,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-06(ノイズ 単音1).mp3,NES　汎用02-06(ノイズ 単音1).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-06(ノイズ 単音1).mp3,17603,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-10(ノイズ 単音2).mp3,NES　汎用02-10(ノイズ 単音2).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-10(ノイズ 単音2).mp3,11847,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-07(ノイズ 単音1).mp3,NES　汎用02-07(ノイズ 単音1).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-07(ノイズ 単音1).mp3,17785,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-03(ノイズ 単音1).mp3,NES　汎用02-03(ノイズ 単音1).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-03(ノイズ 単音1).mp3,17655,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-11(ノイズ 単音2).mp3,NES　汎用02-11(ノイズ 単音2).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-11(ノイズ 単音2).mp3,11846,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-12(ノイズ 単音2).mp3,NES　汎用02-12(ノイズ 単音2).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-12(ノイズ 単音2).mp3,11690,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-04(ノイズ 単音1).mp3,NES　汎用02-04(ノイズ 単音1).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-04(ノイズ 単音1).mp3,17862,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-08(ノイズ 単音2).mp3,NES　汎用02-08(ノイズ 単音2).mp3,NES　汎用02,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用02/NES　汎用02-08(ノイズ 単音2).mp3,11951,otologic_sounds_smart/Game Other/NES　汎用02/metadata.json
NES　汎用02-28(ノイズ フレーズ).mp3,NES　汎用02-28(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-28(ノイズ フレーズ).mp3,12684,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-15(ノイズ フレーズ).mp3,NES　汎用02-15(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-15(ノイズ フレーズ).mp3,13286,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-27(ノイズ フレーズ).mp3,NES　汎用02-27(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-27(ノイズ フレーズ).mp3,12528,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-20(ノイズ フレーズ).mp3,NES　汎用02-20(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-20(ノイズ フレーズ).mp3,12787,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-13(ノイズ 単音2).mp3,NES　汎用02-13(ノイズ 単音2).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-13(ノイズ 単音2).mp3,11690,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-21(ノイズ フレーズ).mp3,NES　汎用02-21(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-21(ノイズ フレーズ).mp3,12606,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-14(ノイズ フレーズ).mp3,NES　汎用02-14(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-14(ノイズ フレーズ).mp3,13417,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-26(ノイズ フレーズ).mp3,NES　汎用02-26(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-26(ノイズ フレーズ).mp3,12580,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-23(ノイズ フレーズ).mp3,NES　汎用02-23(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-23(ノイズ フレーズ).mp3,12683,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-16(ノイズ フレーズ).mp3,NES　汎用02-16(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-16(ノイズ フレーズ).mp3,13521,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-24(ノイズ フレーズ).mp3,NES　汎用02-24(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-24(ノイズ フレーズ).mp3,13021,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-19(ノイズ フレーズ).mp3,NES　汎用02-19(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-19(ノイズ フレーズ).mp3,12684,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-17(ノイズ フレーズ).mp3,NES　汎用02-17(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-17(ノイズ フレーズ).mp3,13573,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-25(ノイズ フレーズ).mp3,NES　汎用02-25(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-25(ノイズ フレーズ).mp3,12892,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-18(ノイズ フレーズ).mp3,NES　汎用02-18(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-18(ノイズ フレーズ).mp3,11955,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
NES　汎用02-22(ノイズ フレーズ).mp3,NES　汎用02-22(ノイズ フレーズ).mp3,NES　汎用01,,,Game Other,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Other/NES　汎用01/NES　汎用02-22(ノイズ フレーズ).mp3,12736,otologic_sounds_smart/Game Other/NES　汎用01/metadata.json
GB　RPG01-1(攻撃).mp3,GB　RPG01-1(攻撃).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-2(攻撃).mp3,GB　RPG01-2(攻撃).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-3(倒す).mp3,GB　RPG01-3(倒す).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-4(エンカウント).mp3,GB　RPG01-4(エンカウント).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-5(入る).mp3,GB　RPG01-5(入る).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-6(選択).mp3,GB　RPG01-6(選択).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-7(選択).mp3,GB　RPG01-7(選択).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-8(選択).mp3,GB　RPG01-8(選択).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-9(ヒール).mp3,GB　RPG01-9(ヒール).mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
GB　RPG01-プレビュー.mp3,GB　RPG01-プレビュー.mp3,GB　RPG01,,,game-rpg01,https://otologic.jp/free/se/game-rpg01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-RPG01-mp3.zip,SNES-RPG01-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-01(ヒット).mp3,Gen　格闘01-01(ヒット).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-02(ヒット).mp3,Gen　格闘01-02(ヒット).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-03(ヒット).mp3,Gen　格闘01-03(ヒット).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-04(ヒット).mp3,Gen　格闘01-04(ヒット).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-05(ヒット).mp3,Gen　格闘01-05(ヒット).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-06(ヒット).mp3,Gen　格闘01-06(ヒット).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-07(防御).mp3,Gen　格闘01-07(防御).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-08(スイング).mp3,Gen　格闘01-08(スイング).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-09(スイング).mp3,Gen　格闘01-09(スイング).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-10(スイング).mp3,Gen　格闘01-10(スイング).mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
Gen　格闘01-プレビュー.mp3,Gen　格闘01-プレビュー.mp3,Gen　格闘01,,,game-other01,https://otologic.jp/free/se/game-other01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
NES　RPG01-01(攻撃).mp3,NES　RPG01-01(攻撃).mp3,NES　RPG01,,,game-shooter01,https://otologic.jp/free/se/game-shooter01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
NES　RPG01-02(攻撃).mp3,NES　RPG01-02(攻撃).mp3,NES　RPG01,,,game-shooter01,https://otologic.jp/free/se/game-shooter01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
NES　RPG01-03(攻撃).mp3,NES　RPG01-03(攻撃).mp3,NES　RPG01,,,game-shooter01,https://otologic.jp/free/se/game-shooter01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
NES　RPG01-04(魔法).mp3,NES　RPG01-04(魔法).mp3,NES　RPG01,,,game-shooter01,https://otologic.jp/free/se/game-shooter01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
NES　RPG01-05(魔法).mp3,NES　RPG01-05(魔法).mp3,NES　RPG01,,,game-shooter01,https://otologic.jp/free/se/game-shooter01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
NES　RPG01-06(倒す).mp3,NES　RPG01-06(倒す).mp3,NES　RPG01,,,game-shooter01,https://otologic.jp/free/se/game-shooter01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,CSV: otologic_filenames.csv,0,otologic_filenames.csv
